GSRN,Turbine_short_name,Turbine_name,Turbine_type,Parent_GSRN,In_service,Out_service,BBR_municipal,Placement,UTM_x,UTM_y,UTM_precision,Capacity_kw,Model,Manufacturer,Rotor_diameter,Navhub_height,Fullload_amount,Fullload_quota,Fullload_datetime,Actor_short_name,Actor_name,Valid_to,Valid_from
570714700000012839,740-194291,VIBORGGÅRD,W,,2000-01-18 00:00:00+00:00,,370,LAND,675764.591,6132253.48,10.0,750.0,44707657,44707079,48.0,45.0,1647600.0,9000000.0,2007-01-15 17:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000011801,740-191574,ASGER ANDERSEN,W,,1998-09-09 00:00:00+00:00,,336,LAND,712016.36,6131363.847,10.0,750.0,44707566,44707079,48.0,45.0,4188806.0,9000000.0,2004-05-26 00:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2018-06-30 23:00:00
570714700000005305,740-019-01372,Nykøbingvej 57 V,W,,1997-01-13 00:00:00+00:00,,326,LAND,647792.3,6180376.0,1.0,550.0,44707906,44707113,37.0,35.0,4272197.0,8250000.0,2005-09-06 18:00:00+00:00,NEEY-E,NEAS Energy A/S,2012-09-30 22:59:59,2008-02-01 00:00:00
570714700000011795,740-191573,LARS SKOU HANSEN,W,,1998-09-09 00:00:00+00:00,,336,LAND,712014.371,6131184.156,10.0,750.0,44707566,44707079,48.0,45.0,4240684.0,9000000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,1998-08-31 23:00:00
570714700000011788,740-191572,CARL SKOU,W,,1998-09-09 00:00:00+00:00,,336,LAND,712031.78,6131005.394,10.0,750.0,44707566,44707079,48.0,45.0,4292837.0,9000000.0,2004-03-31 20:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2019-12-01 00:00:00
570714700000003431,740-046,St. Torøje 1,W,,2000-01-01 00:00:00+00:00,,320,LAND,708266.306,6129634.381,10.0,660.0,44707246,44707106,47.0,45.0,,0.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
570714700000011771,740-191571,HANS HENRIK THYSSEN,W,,1998-09-09 00:00:00+00:00,,336,LAND,711981.286,6130841.956,10.0,750.0,44707564,44707079,48.0,46.0,4467627.0,9000000.0,2004-03-09 14:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000007828,740-162963,VINDMØLLELAUGET KLOKKEHØJ,W,,1988-05-02 00:00:00+00:00,,336,LAND,712502.429,6130923.882,10.0,200.0,44707320,44707110,24.0,28.5,4121382.0,5000000.0,2004-04-29 17:00:00+00:00,MAKDK-E,Markedskraft Danmark A/S,2005-06-30 22:59:59,2004-06-30 23:00:00
570714700000012792,740-194324,ST.TORØJE VINDMØLLELAUG I/S,W,,2000-01-06 00:00:00+00:00,,320,LAND,708374.419,6129478.464,10.0,660.0,44707246,44707106,47.0,45.0,1718726.0,7920000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,2000-01-01 00:00:00
570714700000012808,740-194323,POUL ERIK PEDERSEN,W,,2000-01-06 00:00:00+00:00,,320,LAND,708446.366,6129302.268,10.0,660.0,44707246,44707106,47.0,45.0,1750624.0,7920000.0,2006-01-06 14:00:00+00:00,ENDKAT-E,"Energinet.dk, Tab og aftagepligt prod.",2008-09-30 22:59:59,2007-11-15 00:00:00
570714700000012815,740-194322,ST. TORØJE MØLLERNE,W,,2000-01-06 00:00:00+00:00,,320,LAND,708565.514,6129137.586,10.0,660.0,44707246,44707106,47.0,45.0,1764746.0,7920000.0,2005-12-02 16:00:00+00:00,NEEY-E,NEAS Energy A/S,2017-09-30 22:59:59,2015-08-31 23:00:00
571313174000602154,740-60574903,Kragerupgård - Mølle 1,W,,2012-05-16 00:00:00+00:00,,326,LAND,652363.0,6152579.0,23.0,3000.0,44707607,44707133,101.0,89.5,0.0,66000000.0,,EDK-E,Energi Danmark A/S,9999-01-01 00:00:00,2015-03-31 23:00:00
570714700000012518,740-062-00224,Næsbyskovvej 9 V,W,,1999-10-05 00:00:00+00:00,,330,LAND,654206.0,6149422.0,1.0,600.0,44707282,44707084,44.0,40.0,1993795.0,7200000.0,2006-08-05 23:00:00+00:00,DANCOM-E,Danske Commodities A/S,2017-01-01 00:00:00,2013-01-01 00:00:00
571313174000602147,740-60574901,Kragerupgård Mølle 2,W,,2012-05-10 00:00:00+00:00,,326,LAND,652106.0,6152745.0,22.0,3000.0,44707607,44707133,101.0,89.5,0.0,66000000.0,,NEEY-E,NEAS Energy A/S,2015-01-01 00:00:00,2012-04-30 23:00:00
570714700000005466,740-046-00197,Nordrupvej 30 V,W,,1998-03-18 00:00:00+00:00,,330,LAND,652673.655,6151587.229,10.0,750.0,44707490,44707079,44.0,40.0,3574096.0,9000000.0,2006-05-25 09:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2019-06-30 23:00:00
571313174000602130,740-60574899,Kragerupgård - Mølle 3,W,,2012-05-09 00:00:00+00:00,,326,LAND,651848.0,6152910.0,22.0,3000.0,44707607,44707133,101.0,89.5,0.0,66000000.0,,NEEY-E,NEAS Energy A/S,2019-06-30 23:00:00,2018-09-30 23:00:00
571313174000602109,740-60574893,Kragerupgård - Mølle 4,W,,2012-05-01 00:00:00+00:00,,326,LAND,651591.0,6153076.0,21.0,3000.0,44707607,44707133,101.0,89.5,0.0,66000000.0,,NEEY-E,NEAS Energy A/S,2013-01-01 00:00:00,2012-04-30 23:00:00
571313174000602116,740-60574895,Kragerupgård - Mølle 5,W,,2012-04-30 00:00:00+00:00,,326,LAND,651333.0,6153241.0,21.0,3000.0,44707607,44707133,101.0,89.5,0.0,66000000.0,,NEEY-E,NEAS Energy A/S,2012-04-30 22:59:59,2012-03-31 23:00:00
571313174000602123,740-60574897,Kragerupgård - Mølle 6,W,,2012-04-17 00:00:00+00:00,,326,LAND,651076.0,6153407.0,22.0,3000.0,44707607,44707133,101.0,89.5,0.0,66000000.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2019-09-30 23:00:00
570714700000005428,740-062-00222,Tyvelse Byvej 1 V,W,,1997-12-23 00:00:00+00:00,,330,LAND,653440.8,6148792.0,1.0,750.0,44707288,44707079,48.0,50.0,5501321.0,9000000.0,2003-09-04 02:00:00+00:00,DANCOM-E,Danske Commodities A/S,2017-03-31 23:00:00,2017-01-01 00:00:00
570714700000005411,740-062-00221,Tyvelse Byvej 1 V,W,,1998-01-30 00:00:00+00:00,,330,LAND,653437.124,6148792.019,10.0,750.0,44707288,44707079,48.0,50.0,5192773.0,9000000.0,2003-11-23 03:00:00+00:00,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2010-07-31 23:00:00
570714700000005404,740-062-00220,Tyvelse Byvej 1 V,W,,1997-12-23 00:00:00+00:00,,330,LAND,653281.006,6149034.099,10.0,750.0,44707288,44707079,48.0,50.0,5473888.0,9000000.0,2003-08-27 11:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2019-06-30 23:00:00
570714700000013249,740-194535,MADS MADSEN,W,,2000-02-22 00:00:00+00:00,,336,LAND,717049.412,6131263.872,10.0,600.0,44707284,44707084,44.0,35.0,1262460.0,7200000.0,2006-10-05 01:00:00+00:00,ENDKAT-E,"Energinet.dk, Tab og aftagepligt prod.",2009-10-31 23:59:59,2007-11-15 00:00:00
570714700000013232,740-194534,JØRGEN PETERSEN,W,,2000-02-22 00:00:00+00:00,,336,LAND,717015.391,6131064.457,10.0,600.0,44707666,44707084,44.0,35.0,1266557.0,7200000.0,2006-09-03 11:00:00+00:00,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2013-01-01 00:00:00
570714700000012563,740-053-01087,Vestmarken 1 V,W,,1999-09-29 00:00:00+00:00,,340,LAND,648601.9,6157638.0,1.0,550.0,44707601,44707113,41.0,35.0,1262797.0,8250000.0,2011-02-07 20:00:00+00:00,ENDKWP-E,"Energinet.dk, Marked vind prod.",2011-06-30 22:59:59,2011-02-07 20:00:00
570714700000005381,740-053-01078,Vestmarken 1 V,W,,1997-10-23 00:00:00+00:00,,340,LAND,648588.8,6157514.0,1.0,550.0,44707537,44707113,37.0,35.0,3066123.0,8250000.0,2007-08-09 23:00:00+00:00,NEEY-E,NEAS Energy A/S,2019-06-30 23:00:00,2019-03-31 23:00:00
570714700000005350,740-053-01077,Vestmarken 1 V,W,,1997-07-01 00:00:00+00:00,,340,LAND,648577.5,6157401.0,1.0,550.0,44707537,44707113,37.0,35.0,3240508.0,8250000.0,2007-03-04 23:00:00+00:00,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2019-06-30 23:00:00
570714700000005336,740-053-01076,Vestmarken 1 V,W,,1997-07-10 00:00:00+00:00,,340,LAND,648573.7,6157293.0,1.0,550.0,44707537,44707113,37.0,35.0,4014694.0,8250000.0,2005-08-26 00:00:00+00:00,ENDKWP-E,"Energinet.dk vind prod, Øst",2007-11-14 23:59:59,2007-07-10 23:00:00
570714700000009273,740-177688,SLETKÆRGÅRDS VINDMØLLELAUG (1 NORD),W,,1991-02-26 00:00:00+00:00,,370,LAND,678906.079,6128176.556,10.0,150.0,44707479,44707084,23.8,30.0,2499908.0,3750000.0,2007-01-04 21:00:00+00:00,ENDKWP-E,"Energinet.dk, Marked vind prod.",2010-06-30 22:59:59,2007-11-15 00:00:00
570714700000009280,740-177689,SLETKÆRGÅRDS VINDMØLLELAUG (2 SYD),W,,1992-02-26 00:00:00+00:00,,370,LAND,678882.221,6128067.268,10.0,150.0,44707479,44707084,23.8,30.0,2366794.0,3750000.0,2007-07-27 16:00:00+00:00,ENDKWP-E,"Energinet.dk vind prod, Øst",2007-11-14 23:59:59,2007-07-27 15:00:00
570714700000010903,740-190259,STEEN ELLEGAARD JENSEN,W,,1997-11-17 00:00:00+00:00,,320,LAND,695433.928,6125380.573,10.0,600.0,44707284,44707084,44.0,35.0,2604205.0,7200000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,1997-11-01 00:00:00
570714700000012891,740-062-00225,Tyvelsevej 2 V,W,,2000-01-28 00:00:00+00:00,,330,LAND,653244.446,6147662.144,10.0,600.0,44707282,44707084,44.0,40.0,1175199.0,7200000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,2000-01-01 00:00:00
570714700000011894,740-192464,HOLMEGAARD VINDKRAFT I/S,W,,1999-02-12 00:00:00+00:00,,370,LAND,679242.605,6127601.962,10.0,750.0,44707566,44707079,48.0,45.0,2898514.0,9000000.0,2005-12-29 07:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000011887,740-192441,HOLMEGAARD GODS,W,,1998-12-17 00:00:00+00:00,,370,LAND,679201.606,6127393.962,10.0,750.0,44707657,44707079,48.0,45.0,3284644.0,9000000.0,2005-03-27 08:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000012433,740-193848,SØREN HOLM,W,,1999-09-23 00:00:00+00:00,,370,LAND,684979.89,6125860.325,10.0,750.0,44707566,44707079,48.0,45.0,2447957.0,9000000.0,2005-10-14 22:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000012440,740-193849,VINDKRAFT SJÆLLAND I/S,W,,1999-09-23 00:00:00+00:00,,370,LAND,684970.454,6125705.17,10.0,750.0,44707566,44707079,48.0,45.0,2326311.0,9000000.0,2006-01-31 19:00:00+00:00,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2014-01-01 00:00:00
570714700000014239,740-017-02844,Kulbyvej 41 V,W,,2001-08-15 00:00:00+00:00,,326,LAND,647800.3,6156483.0,1.0,660.0,44707220,44707106,47.0,45.0,0.0,7920000.0,2007-01-24 16:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2015-08-31 23:00:00
570714700000014222,740-017-02843,Kulbyvej 41 V,W,,2001-08-15 00:00:00+00:00,,326,LAND,647693.9,6156588.0,1.0,660.0,44707220,44707106,47.0,45.0,0.0,7920000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,2001-07-31 23:00:00
570714700000012457,740-193850,PETER T. JENSEN,W,,1999-09-23 00:00:00+00:00,,370,LAND,684960.887,6125553.106,10.0,750.0,44707566,44707079,48.0,45.0,2368722.0,9000000.0,2005-12-11 00:00:00+00:00,DANCOM-E,Danske Commodities A/S,2013-01-01 00:00:00,2010-07-31 23:00:00
570714700000014215,740-017-02842,Kildegårdsvej 12 V,W,,2001-08-15 00:00:00+00:00,,326,LAND,647587.7,6156694.0,1.0,660.0,44707220,44707106,47.0,45.0,0.0,7920000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,2001-07-31 23:00:00
570714700000005367,740-017-02764,HØNG # 3,W,,1997-05-27 00:00:00+00:00,,326,LAND,648072.0,6155033.0,1.0,600.0,44707760,44707079,44.0,40.0,4170783.0,7200000.0,2004-03-19 21:00:00+00:00,NEEY-E,NEAS Energy A/S,2019-06-30 23:00:00,2019-01-01 00:00:00
570714700000005374,740-017-02763,Brinkevej 3 V,W,,1997-05-27 00:00:00+00:00,,326,LAND,647999.6,6155172.0,1.0,600.0,44707760,44707079,44.0,40.0,4259023.0,7200000.0,2004-02-18 20:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-05-27 22:59:59,2003-01-01 00:00:00
570714700000005343,740-017-02762,Brinkevej 1 V,W,,1997-05-27 00:00:00+00:00,,326,LAND,647926.6,6155312.0,1.0,600.0,44707760,44707079,44.0,40.0,4590083.0,7200000.0,2003-08-27 01:00:00+00:00,DANCOM-E,Danske Commodities A/S,2015-01-01 00:00:00,2011-12-01 00:00:00
571313174000839574,740-60747761,Løgtved 1,W,,2016-05-13 00:00:00+00:00,,326,LAND,643042.0,6172733.0,25.0,2000.0,46023207,44707106,100.0,80.0,0.0,57160000.0,,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2016-07-31 23:00:00
571313174000839604,740-60747767,Løgtved 2,W,,2016-05-09 00:00:00+00:00,,326,LAND,643022.0,6172413.0,25.0,2000.0,46023207,44707106,100.0,80.0,0.0,57160000.0,,NEEY-E,NEAS Energy A/S,2016-09-06 23:00:00,2016-04-30 23:00:00
570714700000007194,740-154851,ETHEL KOFOD,W,,1985-11-01 00:00:00+00:00,,370,LAND,673770.464,6127962.659,10.0,65.0,44707791,44707106,17.0,24.0,1215856.0,1625000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,2002-03-31 23:00:00
571313174000839611,740-60747769,Løgtved 3,W,,2016-05-09 00:00:00+00:00,,326,LAND,643002.0,6172093.0,25.0,2000.0,46023207,44707106,100.0,80.0,0.0,57160000.0,,NEEY-E,NEAS Energy A/S,2016-09-30 22:59:59,2016-04-30 23:00:00
570714700000001048,740-60421139,Gudum mølle 3,W,,1995-11-21 00:00:00+00:00,,330,LAND,651754.278,6146255.278,10.0,600.0,44707199,44707084,41.0,35.0,,0.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
570714700000001079,740-017-02740,Tjørnelunde Vindmølleklynge 1,W,,1996-01-23 00:00:00+00:00,,326,LAND,647543.8,6153634.0,1.0,600.0,44707200,44707084,41.0,35.0,,12000.0,2001-04-05 09:00:00+00:00,NEEY-E,NEAS Energy A/S,2016-09-30 23:00:00,2016-08-03 23:00:00
570714700000003257,740-596-3,Solbjerg Vindmølleklynge 3,W,,1999-09-08 00:00:00+00:00,,326,LAND,648498.357,6148863.706,10.0,750.0,44707490,44707079,44.0,40.0,,,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
570714700000005329,740-40030824,Rønnelund 2,W,,1997-01-29 00:00:00+00:00,,330,LAND,649752.083,6146684.784,10.0,600.0,44707286,44707079,48.0,46.0,5629056.0,7200000.0,2002-05-21 19:00:00+00:00,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2014-03-01 00:00:00
570714700000008092,740-164235,KIRKERUP VINDMØLLE,W,,1988-08-23 00:00:00+00:00,,330,LAND,657425.21,6137199.826,10.0,180.0,44707882,44707094,23.0,30.0,2997796.0,4500000.0,2008-06-03 15:00:00+00:00,DANCOM-E,Danske Commodities A/S,2015-12-31 23:59:59,2013-01-01 00:00:00
570714700000003240,740-596-2,Solbjerg Vindmølleklynge 2,W,,1999-09-08 00:00:00+00:00,,326,LAND,648354.082,6148815.518,10.0,750.0,44707490,44707079,44.0,40.0,,,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
570714700000005312,740-40030815,Rønnelund 1,W,,1997-01-29 00:00:00+00:00,,330,LAND,649617.267,6146615.223,1.0,600.0,44707286,44707079,48.0,46.0,5693098.0,7200000.0,2002-04-27 23:00:00+00:00,MAKDK-E,Markedskraft Danmark A/S,2008-01-01 00:00:00,2007-11-15 00:00:00
570714700000003233,740-596-1,Solbjerg Vindmølleklynge 1,W,,1999-09-08 00:00:00+00:00,,326,LAND,648215.072,6148768.513,1.0,750.0,44707490,44707079,44.0,40.0,,,,DANCOM-E,Danske Commodities A/S,2014-04-30 22:59:59,2013-11-01 00:00:00
570714700000005923,740-049-02819,Oddenvejen 165 V,W,,1981-09-21 00:00:00+00:00,,306,LAND,648994.8,6204217.0,1.0,55.0,44707524,44707106,15.0,18.0,1375000.0,1375000.0,2001-03-31 23:59:00+00:00,ENDKWP-E,"Energinet.dk vind prod, Øst",2004-09-06 22:59:59,2003-01-01 00:00:00
570714700000008627,740-171909,STRANDEGÅRD,W,,1989-03-01 00:00:00+00:00,,320,LAND,698352.027,6120374.37,10.0,150.0,44707188,44707084,23.0,30.0,3110747.0,3750000.0,2004-01-09 00:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2019-11-01 00:00:00
570714700000003295,740-598-2,Ulstrup Vindmølleklynge 2,W,,1999-09-14 00:00:00+00:00,,326,LAND,642147.3,6157913.0,1.0,750.0,44707490,44707079,44.0,40.0,,0.0,,DANCOM-E,Danske Commodities A/S,2016-08-02 23:00:00,2016-04-30 23:00:00
570714700000003370,740-602-1,Aldersro Vindmølleklynge 1,W,,1999-11-16 00:00:00+00:00,,326,LAND,639375.4,6171334.0,1.0,750.0,44707490,44707079,44.0,40.0,,0.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
570714700000012556,740-081-01166,Frankerupvej 40 V,W,,1999-09-28 00:00:00+00:00,,326,LAND,639608.6,6168617.0,1.0,750.0,44707566,44707079,48.0,50.0,2655098.0,9000000.0,2005-05-18 19:00:00+00:00,ENDKWP-E,"Energinet.dk, Marked vind prod.",2010-03-31 22:59:59,2009-09-28 23:00:00
570714700000012549,740-081-01167,Frankerupvej 40 V,W,,1999-09-28 00:00:00+00:00,,326,LAND,639632.6,6168418.0,1.0,750.0,44707566,44707079,48.0,50.0,2776300.0,9000000.0,2004-12-16 12:00:00+00:00,ENDKAT-E,"Energinet.dk, Tab og aftagepligt prod.",2009-09-28 23:00:00,2009-03-31 23:00:00
570714700000012532,740-081-01168,Frankerupvej 40 V,W,,1999-09-25 00:00:00+00:00,,326,LAND,639656.6,6168219.0,1.0,750.0,44707566,44707079,48.0,50.0,2896951.0,9000000.0,2004-11-22 18:00:00+00:00,ENDKWP-E,"Energinet.dk, Marked vind prod.",2009-10-31 23:59:59,2009-09-25 23:00:00
570714700000003288,740-598-1,Ulstrup Vindmølleklynge 1,W,,1999-09-14 00:00:00+00:00,,326,LAND,641997.5,6157910.0,1.0,750.0,44707490,44707079,44.0,40.0,,0.0,,DANCOM-E,Danske Commodities A/S,2014-04-30 22:59:59,2013-11-01 00:00:00
570714700000003387,740-602-2,Aldersro Vindmølleklynge 2,W,,1999-11-16 00:00:00+00:00,,326,LAND,639296.6,6171229.0,1.0,750.0,44707490,44707079,44.0,40.0,,0.0,,DONGTP-E,DONG Energy Thermal Power A/S,2013-10-31 23:59:59,2013-02-01 00:00:00
570714700000003394,740-602-3,Aldersro Vindmølleklynge 3,W,,1999-11-16 00:00:00+00:00,,326,LAND,639217.8,6171123.0,1.0,750.0,44707490,44707079,44.0,40.0,,0.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
570714700000006982,740-152769,AAGE WESTERGAARD,W,,1984-10-01 00:00:00+00:00,,370,LAND,671673.475,6124575.739,10.0,75.0,44707341,44707106,17.0,24.5,,1375000.0,,NEEY-E,NEAS Energy A/S,2007-11-15 00:00:00,2007-01-01 00:00:00
570714700000012235,740-192595,CLAUS JØNS0N,W,,1999-03-12 00:00:00+00:00,,370,LAND,671400.405,6124320.692,10.0,750.0,44707566,44707079,48.0,46.0,2655307.0,9000000.0,2006-10-27 01:00:00+00:00,DANCOM-E,Danske Commodities A/S,2019-09-30 23:00:00,2019-06-30 23:00:00
570714700000105883,740-097-00179,Sørbylillevej 15 V,W,,2001-12-17 00:00:00+00:00,,330,LAND,653290.039,6137398.718,10.0,600.0,44707295,44707084,44.0,35.0,0.0,7920000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,2001-12-01 00:00:00
570714700000012228,740-192593,FODBYGÅRD,W,,1999-03-12 00:00:00+00:00,,370,LAND,671386.027,6124143.742,10.0,750.0,44707566,44707079,48.0,46.0,2621501.0,9000000.0,2006-09-28 01:00:00+00:00,DANCOM-E,Danske Commodities A/S,2019-03-31 23:00:00,2017-12-01 00:00:00
571313174000828844,740-60737715,Aagaard Gods Mølle 2,W,,2015-12-16 00:00:00+00:00,,326,LAND,640619.0,6159657.0,5.0,3200.0,45819403,44707122,113.0,83.5,,77252524.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2015-12-01 00:00:00
570714700000011870,740-192415,FINN ANDERSEN,W,,1998-11-25 00:00:00+00:00,,370,LAND,660808.652,6130331.922,10.0,660.0,44707220,44707106,47.0,40.0,2844616.0,7920000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,1998-11-01 00:00:00
570714700000012211,740-192592,TVÆRVIND I/S,W,,1999-03-12 00:00:00+00:00,,370,LAND,671387.78,6123961.227,10.0,750.0,44707566,44707079,48.0,45.0,2596654.0,9000000.0,2006-12-08 09:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000008962,740-175365,SØRBY-VOLLERUP VINDMØLLE,W,,1990-01-15 00:00:00+00:00,,330,LAND,654641.664,6135563.898,10.0,200.0,44707319,44707110,24.0,28.0,2941712.0,5000000.0,2009-10-09 03:00:00+00:00,NEEY-E,NEAS Energy A/S,2009-11-30 23:59:59,2009-11-01 03:00:00
570714700000011726,740-191114,SYDVESTSJÆLLANDS,W,,1998-04-17 00:00:00+00:00,,370,LAND,668055.12,6125520.109,10.0,600.0,44707284,44707084,44.0,45.0,3422859.0,7200000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2002-12-31 23:59:59,1998-03-31 23:00:00
570714700000011221,740-191117,SYDVESTSJÆLLANDS,W,,1998-04-17 00:00:00+00:00,,370,LAND,667857.299,6125562.12,10.0,600.0,44707284,44707084,44.0,45.0,3226499.0,7200000.0,2005-02-10 10:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000013942,740-195529,HENRY KJÆR,W,,2000-12-21 00:00:00+00:00,,370,LAND,671384.596,6123781.596,10.0,750.0,44707566,44707079,48.0,45.0,305294.0,9000000.0,2008-12-13 18:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2018-09-30 23:00:00
570714700000009556,740-180827,Sandvedvej 32,W,,1993-10-07 00:00:00+00:00,,370,LAND,660369.653,6130365.922,10.0,225.0,44707243,44707106,27.0,30.0,3428186.0,3375000.0,2000-01-01 00:00:00+00:00,ENDKWP-E,"Energinet.dk vind prod, Øst",2003-11-30 23:59:59,2003-10-06 23:00:00
570714700000011733,740-191118,KAJ DICKOW,W,,1998-04-17 00:00:00+00:00,,370,LAND,667664.544,6125610.52,10.0,600.0,44707666,44707084,44.0,45.0,3384383.0,7200000.0,2004-11-18 15:00:00+00:00,ENDKAT-E,"Energinet.dk, Tab og aftagepligt prod.",2008-04-17 22:59:59,2007-11-15 00:00:00
570714700000012709,740-194181,"Møllegårdsvej, vindmølle 1",W,,2000-02-14 00:00:00+00:00,,370,LAND,663114.599,6128293.604,10.0,660.0,44707246,44707106,47.0,45.0,1391179.0,7920000.0,2006-12-01 21:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2003-01-01 00:00:00
570714700000105838,740-401-70599,Løvegård,W,,2002-12-03 00:00:00+00:00,,326,LAND,644026.322,6149890.512,1.0,850.0,44707520,44707106,52.0,49.0,,18700000.0,,ENDKAT-E,"Energinet.dk, Tab og aftagepligt prod.",2011-01-31 23:59:59,2009-03-31 23:00:00
570714700000013935,740-195528,ANDERS OG PETER GAD,W,,2000-12-21 00:00:00+00:00,,370,LAND,671377.035,6123598.74,10.0,750.0,44707566,44707079,48.0,45.0,326935.0,9000000.0,2008-08-05 09:00:00+00:00,DANCOM-E,Danske Commodities A/S,2012-01-01 00:00:00,2011-02-01 00:00:00
570714700000003400,740-603-1,Birkendegård Vindmølleklynge 1,W,,1999-12-21 00:00:00+00:00,,326,LAND,638083.9,6171382.0,1.0,1000.0,44707478,44707084,54.0,48.0,,0.0,,DANCOM-E,Danske Commodities A/S,2014-04-30 22:59:59,2013-11-01 00:00:00
570714700000105821,740-401-70595,Løvegård,W,,2002-12-02 00:00:00+00:00,,326,LAND,644093.012,6149707.18,1.0,850.0,44707520,44707106,52.0,49.0,,18700000.0,,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2005-03-01 00:00:00
571313174000828837,740-60737712,Aagaard Gods Mølle 1,W,,2016-01-14 00:00:00+00:00,,326,LAND,640276.0,6159297.0,5.0,3200.0,45819403,44707122,113.0,83.5,,77252524.0,,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2018-09-30 23:00:00
570714700000105814,740-401-70589,Løvegård,W,,2002-12-04 00:00:00+00:00,,326,LAND,644164.98,6149520.713,10.0,850.0,44707520,44707106,52.0,49.0,,18700000.0,2012-05-05 15:00:00+00:00,ENDKAT-E,"Energinet.dk prio.prod, øst",2007-11-14 23:59:59,2006-04-30 23:00:00
570714700000012693,740-194180,"Møllegårdsvej, mølle 2",W,,2000-02-14 00:00:00+00:00,,370,LAND,663117.677,6128114.246,10.0,660.0,44707246,44707106,47.0,45.0,1365325.0,7920000.0,2007-01-05 07:00:00+00:00,NEEY-E,NEAS Energy A/S,9999-01-01 00:00:00,2015-08-31 23:00:00
570714700000003417,740-603-2,Birkendegård Vindmølleklynge 2,W,,1999-12-21 00:00:00+00:00,,326,LAND,638029.8,6171196.0,1.0,1000.0,44707478,44707084,54.0,48.0,,0.0,,DANCOM-E,Danske Commodities A/S,9999-01-01 00:00:00,2016-09-30 23:00:00
